catalog_id,catalog_name,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,match_name
10481,HCM Risk-SCD/none,https://www.mdcalc.com/calc/10481/hcm-risk-scd,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine",Hypertrophic Cardiomyopathy,hcm risk scd
10463,HEADS-ED,https://www.mdcalc.com/calc/10463/heads-ed,Prognosis,"Critical Care (Pediatric), Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Pediatrics, Psychiatry","Anxiety, Depression/Suicidality",heads ed
3975,HEART Pathway for Early Discharge in Acute Chest Pain,https://www.mdcalc.com/calc/3975/heart-pathway-early-discharge-acute-chest-pain,"Diagnosis, Prognosis","Cardiology, Emergency Medicine",Acute Coronary Syndrome,heart pathway for early discharge in acute chest pain
1752,HEART Score for Major Cardiac Events,https://www.mdcalc.com/calc/1752/heart-score-major-cardiac-events,"Diagnosis, Rule Out","Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine",Acute Coronary Syndrome,heart score for major cardiac events
3980,Hematopoietic Cell Transplantation-specific Comorbidity Index (HCT-CI)/none,https://www.mdcalc.com/calc/3980/hematopoietic-cell-transplantation-specific-comorbidity-index-hct-ci,Prognosis,Hematology and Oncology,Hematologic Malignancy,hematopoietic cell transplantation specific comorbidity index hct ci
1785,HEMORR₂HAGES Score for Major Bleeding Risk,https://www.mdcalc.com/calc/1785/hemorr2hages-score-major-bleeding-risk,"Prognosis, Treatment","Cardiology, Critical Care, Emergency Medicine, Family Practice, Geriatrics, Hematology and Oncology, Hospitalist Medicine, Internal Medicine","Atrial Fibrillation, Bleeding/Hemorrhage, Intracranial Hemorrhage, Subarachnoid Hemorrhage, Stroke / Transient Ischemic Attack (TIA)",hemorr2hages score for major bleeding risk
4005,HERDOO2 Rule for Discontinuing Anticoagulation in Unprovoked VTE,https://www.mdcalc.com/calc/4005/herdoo2-rule-discontinuing-anticoagulation-unprovoked-vte,Prognosis,"Emergency Medicine, Family Practice, Hematology and Oncology, Internal Medicine","Deep Venous Thrombosis, Pulmonary Embolism",herdoo2 rule for discontinuing anticoagulation in unprovoked vte
3918,Hestia Criteria for Outpatient Pulmonary Embolism Treatment,https://www.mdcalc.com/calc/3918/hestia-criteria-outpatient-pulmonary-embolism-treatment,"Prognosis, Treatment","Cardiology, Critical Care, Emergency Medicine, Hematology and Oncology, Internal Medicine, Pulmonology, Surgery (Cardiothoracic), Surgery (Vascular)","Deep Venous Thrombosis, Pulmonary Embolism",hestia criteria for outpatient pulmonary embolism treatment
10642,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Anthracycline Chemotherapy,https://www.mdcalc.com/calc/10642/hfa-icos-baseline-cardio-oncology-risk-assessment-anthracycline-chemotherapy,Prognosis,"Cardiology, Critical Care, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pharmacy, Radiation Oncology","Congestive Heart Failure, Coronary Artery Disease, Heart Failure, Leukemia/Lymphoma, Cardiomyopathy",hfa icos baseline cardio oncology risk assessment for anthracycline chemotherapy
10645,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Combination Rapidly Accelerated Fibrosarcoma (RAF) and Mitogen-Activated Extracellular Signal-Regulated Kinase (MEK) Inhibitors,https://www.mdcalc.com/calc/10645/hfa-icos-baseline-cardio-oncology-risk-assessment-combination-rapidly-accelerated-fibrosarcoma-raf-mitogen-activated-extracellular-signal-regulated-kinase-mek-inhibitors,Prognosis,"Cardiology, Critical Care, Dermatology, Endocrinology, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pharmacy, Pulmonology, Radiation Oncology","Congestive Heart Failure, Coronary Artery Disease, Hypertension, Lung Cancer, Melanoma, Thyroid Cancer, Cardiomyopathy",hfa icos baseline cardio oncology risk assessment for combination rapidly accelerated fibrosarcoma raf and mitogen activated extracellular signal regulated kinase mek inhibitors
10643,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for HER2-Targeted Therapies,https://www.mdcalc.com/calc/10643/hfa-icos-baseline-cardio-oncology-risk-assessment-her2-targeted-therapies,Prognosis,"Cardiology, Critical Care, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pharmacy, Radiation Oncology","Congestive Heart Failure, Coronary Artery Disease, Heart Failure, Leukemia/Lymphoma, Cardiomyopathy",hfa icos baseline cardio oncology risk assessment for her2 targeted therapies
10646,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Multi-Targeted Kinase Inhibitors for Chronic Myeloid Leukemia (CML) ,https://www.mdcalc.com/calc/10646/hfa-icos-baseline-cardio-oncology-risk-assessment-multi-targeted-kinase-inhibitors-chronic-myeloid-leukaemia-cml,Prognosis,"Cardiology, Critical Care, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pharmacy, Radiation Oncology","Congestive Heart Failure, Coronary Artery Disease, Heart Failure, Hematologic Malignancy, Hypertension, Chronic Myeloid Leukemia, Leukemia/Lymphoma, Cardiomyopathy",hfa icos baseline cardio oncology risk assessment for multi targeted kinase inhibitors for chronic myeloid leukemia cml
10647,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Multiple Myeloma Therapies,https://www.mdcalc.com/calc/10647/hfa-icos-baseline-cardio-oncology-risk-assessment-multiple-myeloma-therapies,Prognosis,"Cardiology, Critical Care, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Nephrology, Pharmacy, Radiation Oncology","Anemia, Congestive Heart Failure, Coronary Artery Disease, Heart Failure, Hematologic Malignancy, Multiple Myeloma, Cardiomyopathy, Amyloidosis",hfa icos baseline cardio oncology risk assessment for multiple myeloma therapies
10644,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for VEGF Inhibitors/none,https://www.mdcalc.com/calc/10644/hfa-icos-baseline-cardio-oncology-risk-assessment-vegf-inhibitors,Prognosis,"Cardiology, Critical Care, Gastroenterology, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Nephrology, Pharmacy, Radiation Oncology","Congestive Heart Failure, Coronary Artery Disease, Heart Failure, Hypertension, Cardiomyopathy",hfa icos baseline cardio oncology risk assessment for vegf inhibitors
4026,High-dose Insulin Euglycemia Therapy (HIET)/none,https://www.mdcalc.com/calc/4026/high-dose-insulin-euglycemia-therapy-hiet,Treatment,"Emergency Medicine, Pharmacy, Toxicology",Ingestion/Overdose,high dose insulin euglycemia therapy hiet
10184,HINTS for Stroke in Acute Vestibular Syndrome,https://www.mdcalc.com/calc/10184/hints-stroke-acute-vestibular-syndrome,Diagnosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Neurology, Neurosurgery",Stroke / Transient Ischemic Attack (TIA),hints for stroke in acute vestibular syndrome
10165,History and Electrocardiogram-only Manchester Acute Coronary Syndromes (HE-MACS),https://www.mdcalc.com/calc/10165/history-electrocardiogram-manchester-acute-coronary-syndromes-macs,"Diagnosis, Rule Out","Cardiology, Emergency Medicine",Acute Coronary Syndrome,history and electrocardiogram only manchester acute coronary syndromes he macs
1789,HIT Expert Probability (HEP) Score for Heparin-Induced Thrombocytopenia,https://www.mdcalc.com/calc/1789/hit-expert-probability-hep-score-heparin-induced-thrombocytopenia,Diagnosis,"Critical Care, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Internal Medicine",Thrombocytopenia,hit expert probability hep score for heparin induced thrombocytopenia
10518,HIV Incidence Risk Index for MSM (HIRI-MSM),https://www.mdcalc.com/calc/10518/hiv-incidence-risk-index-hiri-msm,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Infectious Disease, Internal Medicine, Primary Care",HIV/AIDS,hiv incidence risk index for msm hiri msm
780,HIV Needle Stick Risk Assessment Stratification Protocol (RASP)/none,https://www.mdcalc.com/calc/780/hiv-needle-stick-risk-assessment-stratification-protocol-rasp,"Prognosis, Treatment","Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine",HIV/AIDS,hiv needle stick risk assessment stratification protocol rasp
10511,Ho Index,https://www.mdcalc.com/calc/10511/ho-index,Prognosis,"Family Practice, Gastroenterology, Hospitalist Medicine, Internal Medicine, Primary Care",Ulcerative Colitis,ho index
3120,HOMA-IR (Homeostatic Model Assessment for Insulin Resistance),https://www.mdcalc.com/calc/3120/homa-ir-homeostatic-model-assessment-insulin-resistance,Formula,"Emergency Medicine, Family Practice, Gastroenterology, Hepatology, Internal Medicine, Primary Care",Diabetes Mellitus,homa ir homeostatic model assessment for insulin resistance
4062,Horowitz Index for Lung Function (P/F Ratio)/none,https://www.mdcalc.com/calc/4062/horowitz-index-lung-function-p-f-ratio,"Diagnosis, Prognosis","Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Pulmonology, Surgery (General)","Coronavirus, Respiratory Failure",horowitz index for lung function p f ratio
10051,HOSPITAL Score for Readmissions,https://www.mdcalc.com/calc/10051/hospital-score-readmissions,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Primary Care",Any/All,hospital score for readmissions
10167,Hour-Specific Risk for Neonatal Hyperbilirubinemia,https://www.mdcalc.com/calc/10167/hour-specific-risk-neonatal-hyperbilirubinemia,"Diagnosis, Prognosis","Critical Care (Neonatal), Hematology and Oncology, Hepatology, Hospitalist Medicine, Internal Medicine, Pediatrics",Neonatal Hyperbilirubinemia,hour specific risk for neonatal hyperbilirubinemia
10089,HScore for Reactive Hemophagocytic Syndrome,https://www.mdcalc.com/calc/10089/hscore-reactive-hemophagocytic-syndrome,Diagnosis,"Allergy and Immunology, Critical Care, Critical Care (Pediatric), Hematology and Oncology, Rheumatology",Coronavirus,hscore for reactive hemophagocytic syndrome
10420,"Humiliation, Afraid, Rape, Kick (HARK)",https://www.mdcalc.com/calc/10420/humiliation-afraid-rape-kick-hark,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, OB-Gyn",Public Health,humiliation afraid rape kick hark
404,Hunt & Hess Classification of Subarachnoid Hemorrhage/none,https://www.mdcalc.com/calc/404/hunt-hess-classification-subarachnoid-hemorrhage,Prognosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Neurology, Neurosurgery, Surgery (General)","Intracranial Hemorrhage, Subarachnoid Hemorrhage, Stroke / Transient Ischemic Attack (TIA)",hunt hess classification of subarachnoid hemorrhage
10417,"Hurt, Insult, Threaten, Scream (HITS) Score",https://www.mdcalc.com/calc/10417/hurt-insult-threaten-scream-hits-score,Prognosis,"Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, OB-Gyn",Public Health,hurt insult threaten scream hits score
10080,Hydroxychloroquine (Plaquenil) Dosing Calculator/none,https://www.mdcalc.com/calc/10080/hydroxychloroquine-plaquenil-dosing-calculator,Formula,"Ophthalmology, Pharmacy, Rheumatology","Coronavirus, Rheumatoid Arthritis",hydroxychloroquine plaquenil dosing calculator
4031,Hypoglycemia Risk Score,https://www.mdcalc.com/calc/4031/hypoglycemia-risk-score,Prognosis,"Emergency Medicine, Endocrinology, Family Practice, Hospitalist Medicine, Internal Medicine",Diabetes Mellitus,hypoglycemia risk score
10482,Hypothermia Outcome Prediction after ECLS (HOPE) Score,https://www.mdcalc.com/calc/10482/hypothermia-outcome-prediction-after-ecls-hope-score,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine","Arrhythmia, Heart Failure, Cardiac Arrest",hypothermia outcome prediction after ecls hope score
68,Ideal Body Weight and Adjusted Body Weight/none,https://www.mdcalc.com/calc/68/ideal-body-weight-adjusted-body-weight,Formula,"Critical Care, Emergency Medicine, Endocrinology, Geriatrics, Hospitalist Medicine, Internal Medicine, Pediatrics, Pharmacy, Primary Care, Pulmonology","Diabetes Mellitus, Hypertension, Obesity",ideal body weight and adjusted body weight
3008,IMDC (International Metastatic RCC Database Consortium) Risk Model for Metastatic Renal Cell Carcinoma/none,https://www.mdcalc.com/calc/3008/imdc-international-metastatic-rcc-database-consortium-risk-model-metastatic-renal-cell-carcinoma,Prognosis,"Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Nephrology, Urology","Chemotherapy, Renal Cell Carcinoma",imdc international metastatic rcc database consortium risk model for metastatic renal cell carcinoma
10635,Immune Effector Cell Encephalopathy (ICE) Score/none,https://www.mdcalc.com/calc/10635/immune-effector-cell-encephalopathy-ice-score,Prognosis,"Allergy and Immunology, Critical Care, Critical Care (Neurologic), Hematology and Oncology, Neurology","Hematologic Malignancy, Cytokine Release Syndrome, Immune Effector Cell-Associated Neurotoxicity Syndrome (ICANS)",immune effector cell encephalopathy ice score
10636,Immune Effector Cell-Associated Neurotoxicity Syndrome (ICANS) Consensus Grading for Adults/none,https://www.mdcalc.com/calc/10636/immune-effector-cell-associated-neurotoxicity-syndrome-icans-consensus-grading-adults,Prognosis,"Allergy and Immunology, Critical Care, Critical Care (Neurologic), Hematology and Oncology, Neurology","Hematologic Malignancy, Cytokine Release Syndrome, Immune Effector Cell-Associated Neurotoxicity Syndrome (ICANS)",immune effector cell associated neurotoxicity syndrome icans consensus grading for adults
10377,Immune-Related Adverse Events for Endocrine Toxicities - Diabetes Mellitus/none,https://www.mdcalc.com/calc/10377/immune-related-adverse-events-endocrine-toxicities-diabetes-mellitus,"Diagnosis, Prognosis","Allergy and Immunology, Endocrinology, Hospitalist Medicine, Internal Medicine","Diabetes Mellitus, Hyperglycemia",immune related adverse events for endocrine toxicities diabetes mellitus
10382,Immune-Related Adverse Events for Endocrine Toxicities - Hypothyroidism/none,https://www.mdcalc.com/calc/10382/immune-related-adverse-events-endocrine-toxicities-hypothyroidism,"Diagnosis, Prognosis","Allergy and Immunology, Endocrinology, Hospitalist Medicine, Internal Medicine",Hypothyroidism,immune related adverse events for endocrine toxicities hypothyroidism
10245,Immune-Related Adverse Events for GI Toxicity - Colitis/none,https://www.mdcalc.com/calc/10245/immune-related-adverse-events-gi-toxicity-colitis,"Diagnosis, Prognosis","Gastroenterology, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Surgery (General)",Colitis,immune related adverse events for gi toxicity colitis
10389,Immune-Related Adverse Events for GI Toxicity - Hepatitis/none,https://www.mdcalc.com/calc/10389/immune-related-adverse-events-gi-toxicity-hepatitis,"Diagnosis, Prognosis","Allergy and Immunology, Gastroenterology, Hepatology, Hospitalist Medicine, Internal Medicine",Hepatitis,immune related adverse events for gi toxicity hepatitis
10383,Immune-Related Adverse Events for Lung Toxicity - Pneumonitis/none,https://www.mdcalc.com/calc/10383/immune-related-adverse-events-lung-toxicity-pneumonitis,"Diagnosis, Prognosis","Allergy and Immunology, Hospitalist Medicine, Internal Medicine, Pulmonology",Pneumonitis,immune related adverse events for lung toxicity pneumonitis
10378,Immune-Related Adverse Events for Renal Toxicities - Nephritis/none,https://www.mdcalc.com/calc/10378/immune-related-adverse-events-renal-toxicities-nephritis,"Diagnosis, Prognosis","Allergy and Immunology, Hospitalist Medicine, Internal Medicine, Nephrology",Nephritis,immune related adverse events for renal toxicities nephritis
3401,Immunization Schedule Calculator/none,https://www.mdcalc.com/calc/3401/immunization-schedule-calculator,Treatment,"Allergy and Immunology, Family Practice, Geriatrics, Internal Medicine, Pediatrics, Primary Care",Public Health,immunization schedule calculator
10014,IMPACT Score for Outcomes in Head Injury/none,https://www.mdcalc.com/calc/10014/impact-score-outcomes-head-injury,Prognosis,"Critical Care (Neurologic), Emergency Medicine, Neurology, Neurosurgery, Surgery (Trauma)",Trauma,impact score for outcomes in head injury
10498,IMPEDE-VTE/none,https://www.mdcalc.com/calc/10498/impede-vte,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Family Practice, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Primary Care, Pulmonology","Deep Venous Thrombosis, Multiple Myeloma, Pulmonary Embolism",impede vte
